gene	chromosome	start	end	strand	length
tetur33g00230	chromosome_3	10483402	10485993	-	2592
tetur33g00220	chromosome_3	10486450	10489229	-	2780
tetur33g00210	chromosome_3	10489708	10491409	+	1702
tetur33g00200	chromosome_3	10493700	10496798	-	3099
tetur33g00190	chromosome_3	10498262	10498798	+	537
tetur33g00180	chromosome_3	10498903	10501204	-	2302
tetur33g00170	chromosome_3	10501682	10503266	-	1585
tetur33g00160	chromosome_3	10505645	10510174	+	4530
tetur33g00150	chromosome_3	10510758	10512288	+	1531
tetur33g00140	chromosome_3	10513995	10515520	+	1526
tetur33g00130	chromosome_3	10518699	10520258	+	1560
tetur33g00110	chromosome_3	10523859	10525381	+	1523
tetur33g00100	chromosome_3	10526530	10528057	+	1528
tetur33g00090	chromosome_3	10529090	10530657	+	1568
tetur33g00070	chromosome_3	10536398	10537939	+	1542
tetur33g90848	chromosome_3	10539377	10539985	+	609
tetur33g00060	chromosome_3	10541424	10541602	+	179
tetur33g90849	chromosome_3	10555722	10556245	+	524
tetur33g00010	chromosome_3	10588432	10589941	+	1510
tetur32g02270	chromosome_3	10590343	10591437	+	1095
tetur32g02250	chromosome_3	10611125	10612454	+	1330
tetur32g02220	chromosome_3	10618902	10620141	+	1240
tetur32g02210	chromosome_3	10622109	10623672	+	1564
tetur32g02190	chromosome_3	10627917	10629465	+	1549
tetur32g02180	chromosome_3	10629548	10630218	+	671
tetur32g02170	chromosome_3	10631980	10635633	+	3654
tetur32g02277	chromosome_3	10634547	10635053	-	507
tetur32g02160	chromosome_3	10637932	10643476	-	5545
tetur32g02150	chromosome_3	10645672	10647000	+	1329
tetur32g02140	chromosome_3	10648386	10650577	+	2192
tetur32g02130	chromosome_3	10652325	10655693	+	3369
tetur32g02120	chromosome_3	10659917	10661519	-	1603
tetur32g02110	chromosome_3	10665030	10665548	-	519
tetur32g02100	chromosome_3	10666238	10667773	+	1536
tetur32g02090	chromosome_3	10669111	10670539	-	1429
tetur32g02080	chromosome_3	10672264	10673148	+	885
tetur32g02070	chromosome_3	10674407	10675866	-	1460
tetur32g02060	chromosome_3	10681217	10681420	-	204
tetur32g02050	chromosome_3	10683793	10684380	-	588
tetur32g02040	chromosome_3	10686000	10687001	+	1002
tetur32g90851	chromosome_3	10687658	10689138	+	1481
tetur32g02030	chromosome_3	10689391	10692658	-	3268
tetur32g02020	chromosome_3	10694556	10697176	+	2621
tetur32g02010	chromosome_3	10698140	10699319	-	1180
tetur32g02000	chromosome_3	10705844	10706577	+	734
tetur32g02327	chromosome_3	10708391	10709404	+	1014
tetur32g01990	chromosome_3	10709599	10711323	-	1725
tetur32g01980	chromosome_3	10711897	10712945	+	1049
tetur32g01970	chromosome_3	10713023	10714577	-	1555
tetur32g01960	chromosome_3	10715332	10716327	+	996
tetur32g01950	chromosome_3	10717174	10727858	-	10685
tetur32g02276	chromosome_3	10723826	10724698	+	873
tetur32g01940	chromosome_3	10728632	10731694	-	3063
tetur32g01930	chromosome_3	10732100	10735243	-	3144
tetur32g01920	chromosome_3	10736465	10737639	-	1175
tetur32g01910	chromosome_3	10738428	10739808	-	1381
tetur32g90852	chromosome_3	10740676	10740956	+	281
tetur32g01900	chromosome_3	10742058	10743373	+	1316
tetur32g01890	chromosome_3	10744211	10746089	-	1879
tetur32g01880	chromosome_3	10746743	10747408	-	666
tetur32g01870	chromosome_3	10751314	10754075	+	2762
tetur32g01860	chromosome_3	10754687	10755851	+	1165
tetur32g01850	chromosome_3	10760578	10762778	-	2201
tetur32g01840	chromosome_3	10762888	10764376	+	1489
tetur32g01830	chromosome_3	10770232	10771067	-	836
tetur32g01820	chromosome_3	10771357	10774247	+	2891
tetur32g01810	chromosome_3	10774277	10774671	-	395
tetur32g01800	chromosome_3	10774859	10776513	-	1655
tetur32g01790	chromosome_3	10777382	10778877	-	1496
tetur32g01780	chromosome_3	10779618	10781241	-	1624
tetur32g01770	chromosome_3	10781653	10785410	-	3758
tetur32g01760	chromosome_3	10786871	10788442	+	1572
tetur32g01750	chromosome_3	10791981	10793784	-	1804
tetur32g01740	chromosome_3	10794561	10796725	+	2165
tetur32g01730	chromosome_3	10797205	10800205	-	3001
tetur32g01720	chromosome_3	10797205	10803952	-	6748
tetur32g01710	chromosome_3	10808499	10810913	+	2415
tetur32g01700	chromosome_3	10811473	10813314	+	1842
tetur32g01690	chromosome_3	10813710	10816592	-	2883
tetur32g02347	chromosome_3	10817113	10818323	-	1211
tetur32g01680	chromosome_3	10818331	10818529	-	199
tetur32g01670	chromosome_3	10819030	10821407	+	2378
tetur32g01660	chromosome_3	10821771	10823373	-	1603
tetur32g90853	chromosome_3	10824906	10827027	+	2122
tetur32g01650	chromosome_3	10827727	10828920	+	1194
tetur32g01640	chromosome_3	10829995	10832721	+	2727
tetur32g01630	chromosome_3	10832955	10835129	-	2175
tetur32g01620	chromosome_3	10835413	10835937	-	525
tetur32g01600	chromosome_3	10836157	10839590	-	3434
tetur32g01610	chromosome_3	10836667	10837567	+	901
tetur32g01570	chromosome_3	10840255	10844502	+	4248
tetur32g01560	chromosome_3	10845631	10846290	-	660
tetur32g01530	chromosome_3	10871344	10878799	-	7456
tetur32g01520	chromosome_3	10881130	10882430	-	1301
tetur32g02357	chromosome_3	10888491	10889369	+	879
tetur32g90854	chromosome_3	10889511	10889834	+	324
tetur32g01510	chromosome_3	10891580	10892026	+	447
tetur32g02387	chromosome_3	10899671	10900270	-	600
tetur32g02397	chromosome_3	10900637	10901161	-	525
tetur32g01500	chromosome_3	10901176	10901811	-	636
tetur32g01490	chromosome_3	10909016	10909315	+	300
tetur32g01480	chromosome_3	10923142	10924310	-	1169
tetur32g01470	chromosome_3	10931962	10932747	-	786
tetur32g01430	chromosome_3	10942120	10965719	+	23600
tetur32g01390	chromosome_3	10999089	11021904	-	22816
tetur32g01380	chromosome_3	11025732	11028591	+	2860
tetur32g01370	chromosome_3	11028480	11033845	-	5366
tetur32g01350	chromosome_3	11034738	11037167	+	2430
tetur32g01340	chromosome_3	11041451	11041624	-	174
tetur32g01330	chromosome_3	11046202	11048942	+	2741
tetur32g01320	chromosome_3	11048978	11050049	-	1072
tetur32g01310	chromosome_3	11050290	11051278	+	989
tetur32g01300	chromosome_3	11051759	11054522	-	2764
tetur32g02337	chromosome_3	11058435	11059874	-	1440
tetur32g01280	chromosome_3	11060129	11060302	-	174
tetur32g01270	chromosome_3	11067778	11069793	-	2016
tetur32g01260	chromosome_3	11071586	11072064	+	479
tetur32g01250	chromosome_3	11073207	11074777	+	1571
tetur32g01240	chromosome_3	11075586	11077210	+	1625
tetur32g01230	chromosome_3	11078729	11080212	+	1484
tetur32g90856	chromosome_3	11079131	11079325	-	195
tetur32g01220	chromosome_3	11081178	11084446	+	3269
tetur32g01210	chromosome_3	11087295	11090540	-	3246
tetur32g01200	chromosome_3	11091627	11093665	+	2039
tetur32g01190	chromosome_3	11097237	11099373	+	2137
tetur32g01180	chromosome_3	11105727	11107333	-	1607
tetur32g90857	chromosome_3	11111409	11111591	-	183
tetur32g01170	chromosome_3	11113080	11113364	-	285
tetur32g01160	chromosome_3	11117567	11117795	+	229
tetur32g90858	chromosome_3	11121332	11121687	-	356
tetur32g01150	chromosome_3	11123082	11124034	+	953
tetur32g01140	chromosome_3	11124068	11125258	-	1191
tetur32g01130	chromosome_3	11125632	11125973	+	342
tetur32g01120	chromosome_3	11126273	11127903	+	1631
tetur32g01110	chromosome_3	11128149	11131546	-	3398
tetur32g01100	chromosome_3	11133768	11136293	-	2526
tetur32g01090	chromosome_3	11136462	11137635	-	1174
tetur32g01080	chromosome_3	11140425	11142662	+	2238
tetur32g01070	chromosome_3	11143920	11144127	+	208
tetur32g01060	chromosome_3	11146138	11149427	+	3290
tetur32g01050	chromosome_3	11148942	11150640	-	1699
tetur32g01040	chromosome_3	11151626	11155573	-	3948
tetur32g01030	chromosome_3	11156068	11157756	-	1689
tetur32g01020	chromosome_3	11159348	11159851	-	504
tetur32g90859	chromosome_3	11159468	11168565	+	9098
tetur32g01010	chromosome_3	11160841	11161365	-	525
tetur32g01000	chromosome_3	11162265	11163039	-	775
tetur32g00990	chromosome_3	11163384	11164596	-	1213
tetur32g00980	chromosome_3	11166025	11167150	-	1126
tetur32g00970	chromosome_3	11167953	11168737	-	785
tetur32g00960	chromosome_3	11170010	11170867	-	858
tetur32g90860	chromosome_3	11171670	11172184	-	515
tetur32g00950	chromosome_3	11173993	11174769	-	777
tetur32g00940	chromosome_3	11175431	11176188	+	758
tetur32g00930	chromosome_3	11176619	11184114	-	7496
tetur32g00920	chromosome_3	11185009	11187019	+	2011
tetur32g00910	chromosome_3	11187191	11189440	-	2250
tetur32g00900	chromosome_3	11190302	11193444	+	3143
tetur32g00890	chromosome_3	11194122	11199257	+	5136
tetur32g00880	chromosome_3	11199437	11202915	-	3479
tetur32g00870	chromosome_3	11203307	11204052	+	746
tetur32g00860	chromosome_3	11207365	11207853	-	489
tetur32g00850	chromosome_3	11211400	11216182	+	4783
tetur32g00840	chromosome_3	11216748	11217260	-	513
tetur32g00830	chromosome_3	11221214	11222711	+	1498
tetur32g00820	chromosome_3	11224566	11225560	-	995
tetur32g00810	chromosome_3	11243292	11243846	+	555
tetur32g00800	chromosome_3	11244627	11246077	+	1451
tetur32g00790	chromosome_3	11247152	11248677	+	1526
tetur32g00780	chromosome_3	11250031	11252019	-	1989
tetur32g90861	chromosome_3	11251768	11251920	-	153
tetur32g00770	chromosome_3	11252605	11254490	-	1886
tetur32g00760	chromosome_3	11254871	11255546	-	676
tetur32g00730	chromosome_3	11255732	11259882	-	4151
tetur32g00700	chromosome_3	11267172	11267676	+	505
tetur32g00690	chromosome_3	11270128	11271320	-	1193
tetur32g90863	chromosome_3	11276137	11276298	-	162
tetur32g00670	chromosome_3	11288066	11289506	-	1441
tetur32g00660	chromosome_3	11290715	11290942	+	228
tetur32g00650	chromosome_3	11291525	11292353	-	829
tetur32g00640	chromosome_3	11293236	11294822	-	1587
tetur32g00630	chromosome_3	11294892	11296219	+	1328
tetur32g00620	chromosome_3	11296819	11297274	-	456
tetur32g00610	chromosome_3	11298047	11299315	-	1269
tetur32g00600	chromosome_3	11299955	11301510	+	1556
tetur32g00590	chromosome_3	11302151	11303397	-	1247
tetur32g90864	chromosome_3	11305499	11305717	-	219
tetur32g00580	chromosome_3	11308435	11310547	+	2113
tetur32g00570	chromosome_3	11310930	11313322	-	2393
tetur32g00560	chromosome_3	11313396	11314831	+	1436
tetur32g00550	chromosome_3	11316256	11318712	+	2457
tetur32g00540	chromosome_3	11319765	11321166	+	1402
tetur32g00530	chromosome_3	11321539	11322410	+	872
tetur32g00520	chromosome_3	11322898	11326413	-	3516
tetur32g00510	chromosome_3	11327055	11329397	+	2343
tetur32g00500	chromosome_3	11330208	11330435	-	228
tetur32g00490	chromosome_3	11330865	11333653	+	2789
tetur32g00480	chromosome_3	11334240	11334645	-	406
tetur32g00470	chromosome_3	11335456	11336865	-	1410
tetur32g00460	chromosome_3	11338033	11339540	+	1508
tetur32g00450	chromosome_3	11340174	11340845	+	672
tetur32g00440	chromosome_3	11341571	11343141	-	1571
tetur32g00430	chromosome_3	11343973	11345818	-	1846
tetur32g90865	chromosome_3	11345044	11346924	-	1881
tetur32g00420	chromosome_3	11347523	11348973	-	1451
tetur32g90866	chromosome_3	11352709	11352861	-	153
tetur32g00410	chromosome_3	11352934	11354158	+	1225
tetur32g00400	chromosome_3	11356472	11358009	+	1538
tetur32g00390	chromosome_3	11357985	11359373	-	1389
tetur32g00380	chromosome_3	11359594	11361509	-	1916
tetur32g00370	chromosome_3	11361271	11362736	+	1466
tetur32g00360	chromosome_3	11362793	11363268	-	476
tetur32g00350	chromosome_3	11363545	11365830	+	2286
tetur32g00340	chromosome_3	11370863	11372188	-	1326
tetur32g00330	chromosome_3	11373453	11374007	-	555
tetur32g00320	chromosome_3	11375980	11379472	-	3493
tetur32g00300	chromosome_3	11379685	11383275	-	3591
tetur32g00290	chromosome_3	11383416	11386716	+	3301
tetur32g00280	chromosome_3	11388458	11390934	+	2477
tetur32g00270	chromosome_3	11398052	11401293	-	3242
tetur32g00260	chromosome_3	11402320	11407123	-	4804
tetur32g00250	chromosome_3	11408878	11409825	-	948
tetur32g00240	chromosome_3	11411291	11414065	+	2775
tetur32g00230	chromosome_3	11414360	11415011	+	652
tetur32g00220	chromosome_3	11415583	11417007	+	1425
tetur32g00210	chromosome_3	11417590	11422240	+	4651
tetur32g00200	chromosome_3	11422388	11424034	-	1647
tetur32g00190	chromosome_3	11424780	11426643	-	1864
tetur32g00180	chromosome_3	11426859	11428672	-	1814
tetur32g00170	chromosome_3	11428931	11429904	+	974
tetur32g90867	chromosome_3	11430993	11432319	-	1327
tetur32g00140	chromosome_3	11432703	11438021	+	5319
tetur32g02275	chromosome_3	11434775	11435827	-	1053
tetur32g00130	chromosome_3	11438223	11442124	-	3902
tetur32g00120	chromosome_3	11442986	11443925	-	940
tetur32g90868	chromosome_3	11444609	11444821	-	213
tetur32g00110	chromosome_3	11445906	11450632	+	4727
tetur32g00100	chromosome_3	11452228	11452680	-	453
tetur32g00090	chromosome_3	11456027	11456177	+	151
tetur32g00070	chromosome_3	11459982	11462073	-	2092
tetur32g00060	chromosome_3	11471058	11472833	-	1776
tetur32g00050	chromosome_3	11476862	11477901	-	1040
tetur32g02297	chromosome_3	11482055	11482918	-	864
tetur32g02287	chromosome_3	11484228	11485105	+	878
tetur32g00040	chromosome_3	11485228	11490671	-	5444
tetur32g00030	chromosome_3	11494706	11495750	-	1045
tetur32g00020	chromosome_3	11500584	11501018	-	435
tetur32g00010	chromosome_3	11503136	11504695	+	1560
tetur44g00301	chromosome_3	11512364	11513241	-	878
tetur44g00291	chromosome_3	11514534	11515399	+	866
tetur44g00260	chromosome_3	11520737	11525838	-	5102
tetur44g00250	chromosome_3	11529719	11533783	-	4065
tetur44g00240	chromosome_3	11533921	11534320	-	400
tetur44g00230	chromosome_3	11535797	11536231	-	435
tetur44g00220	chromosome_3	11538350	11539908	+	1559
tetur44g00210	chromosome_3	11541535	11545095	+	3561
tetur44g00200	chromosome_3	11546509	11548191	-	1683
tetur44g00190	chromosome_3	11548879	11551196	-	2318
tetur44g00180	chromosome_3	11551747	11555393	+	3647
tetur44g00170	chromosome_3	11556217	11556623	-	407
tetur44g00160	chromosome_3	11558723	11563202	+	4480
tetur44g00150	chromosome_3	11563978	11565171	-	1194
tetur44g00140	chromosome_3	11565431	11566354	-	924
tetur44g00130	chromosome_3	11568151	11571344	-	3194
tetur44g90873	chromosome_3	11571394	11571789	+	396
tetur44g00120	chromosome_3	11576321	11576912	+	592
tetur44g00110	chromosome_3	11580130	11581592	+	1463
tetur44g90872	chromosome_3	11583781	11583951	-	171
tetur44g00090	chromosome_3	11592825	11594284	+	1460
tetur44g90871	chromosome_3	11595083	11595533	-	451
tetur44g00080	chromosome_3	11596207	11597730	+	1524
tetur44g00070	chromosome_3	11600601	11614314	-	13714
tetur44g00060	chromosome_3	11615166	11631910	+	16745
tetur44g00271	chromosome_3	11621643	11623209	+	1567
tetur44g00010	chromosome_3	11653158	11694863	+	41706
tetur04g00010	chromosome_3	11710181	11712487	-	2307
tetur04g90876	chromosome_3	11712736	11713173	+	438
tetur04g00020	chromosome_3	11713149	11713510	-	362
tetur04g00030	chromosome_3	11714715	11715477	+	763
tetur04g00040	chromosome_3	11715989	11717594	-	1606
tetur04g00050	chromosome_3	11718812	11720618	-	1807
tetur04g00060	chromosome_3	11720975	11726842	-	5868
tetur04g00070	chromosome_3	11727865	11729135	+	1271
tetur04g00080	chromosome_3	11730872	11756188	+	25317
tetur04g00090	chromosome_3	11752852	11756188	+	3337
tetur04g00100	chromosome_3	11756447	11776942	-	20496
tetur04g00110	chromosome_3	11778133	11779606	-	1474
tetur04g00120	chromosome_3	11782147	11783635	+	1489
tetur04g00130	chromosome_3	11784211	11810461	+	26251
tetur04g00140	chromosome_3	11825729	11827482	-	1754
tetur04g00150	chromosome_3	11830929	11832360	+	1432
tetur04g00160	chromosome_3	11836650	11837852	-	1203
tetur04g00170	chromosome_3	11838499	11840605	+	2107
tetur04g00180	chromosome_3	11840949	11843358	-	2410
tetur04g00190	chromosome_3	11853920	11855377	-	1458
tetur04g00200	chromosome_3	11858856	11861534	-	2679
tetur04g00210	chromosome_3	11880802	11881149	+	348
tetur04g00220	chromosome_3	11881372	11882064	-	693
tetur04g00230	chromosome_3	11882164	11883728	+	1565
tetur04g00240	chromosome_3	11883744	11884839	-	1096
tetur04g00250	chromosome_3	11885525	11885797	-	273
tetur04g00260	chromosome_3	11886353	11890566	+	4214
tetur04g90877	chromosome_3	11892078	11892305	-	228
tetur04g00270	chromosome_3	11892478	11892663	-	186
tetur04g00280	chromosome_3	11893545	11894898	-	1354
tetur04g90878	chromosome_3	11895727	11895885	+	159
tetur04g00290	chromosome_3	11896791	11897778	+	988
tetur04g00300	chromosome_3	11913523	11914814	-	1292
tetur04g00310	chromosome_3	11914982	11917822	+	2841
tetur04g00320	chromosome_3	11921694	11953994	+	32301
tetur04g00350	chromosome_3	11977012	11979289	-	2278
tetur04g00360	chromosome_3	11983630	11985339	-	1710
tetur04g00370	chromosome_3	11985587	11987837	-	2251
tetur04g00380	chromosome_3	11988133	11990267	+	2135
tetur04g00390	chromosome_3	11991640	11992045	-	406
tetur04g90880	chromosome_3	11992659	11992853	+	195
tetur04g00400	chromosome_3	11998054	11998350	+	297
tetur04g00440	chromosome_3	12008587	12009199	+	613
tetur04g00450	chromosome_3	12009451	12010577	-	1127
tetur04g00460	chromosome_3	12010865	12011464	+	600
tetur04g90882	chromosome_3	12019823	12020730	+	908
tetur04g00480	chromosome_3	12022026	12065964	-	43939
tetur04g00490	chromosome_3	12024844	12025141	-	298
tetur04g90883	chromosome_3	12029342	12030719	+	1378
tetur04g00520	chromosome_3	12038150	12038380	+	231
tetur04g90885	chromosome_3	12046616	12048092	+	1477
tetur04g00570	chromosome_3	12062165	12062741	-	577
tetur04g00590	chromosome_3	12068679	12076563	-	7885
tetur04g09511	chromosome_3	12074632	12075267	+	636
tetur04g00610	chromosome_3	12077985	12078196	-	212
tetur04g00620	chromosome_3	12079696	12080366	+	671
tetur04g00630	chromosome_3	12080539	12081687	-	1149
tetur04g00640	chromosome_3	12082615	12084671	-	2057
tetur04g00650	chromosome_3	12084973	12086533	+	1561
tetur04g00660	chromosome_3	12087141	12088015	-	875
tetur04g00670	chromosome_3	12090202	12091611	-	1410
tetur04g00680	chromosome_3	12096832	12098759	+	1928
tetur04g00690	chromosome_3	12098705	12100390	-	1686
tetur04g00700	chromosome_3	12102992	12103732	-	741
tetur04g00710	chromosome_3	12103926	12104437	-	512
tetur04g00720	chromosome_3	12105514	12106937	+	1424
tetur04g00730	chromosome_3	12107054	12107508	-	455
tetur04g00740	chromosome_3	12108247	12111791	-	3545
tetur04g00750	chromosome_3	12114612	12116197	+	1586
tetur04g00760	chromosome_3	12116487	12117659	-	1173
tetur04g90887	chromosome_3	12117824	12118213	+	390
tetur04g90888	chromosome_3	12119805	12120121	+	317
tetur04g00770	chromosome_3	12120945	12121810	-	866
tetur04g09459	chromosome_3	12123471	12124331	-	861
tetur04g09479	chromosome_3	12131724	12132779	+	1056
tetur04g09489	chromosome_3	12143243	12144093	+	851
tetur04g00790	chromosome_3	12144459	12146302	-	1844
tetur04g90889	chromosome_3	12146467	12147015	-	549
tetur04g90890	chromosome_3	12147639	12147824	-	186
tetur04g00800	chromosome_3	12148606	12153146	-	4541
tetur04g00810	chromosome_3	12153807	12155870	-	2064
tetur04g00820	chromosome_3	12156211	12157603	+	1393
tetur04g00830	chromosome_3	12158077	12158280	-	204
tetur04g00840	chromosome_3	12160939	12181926	+	20988
tetur04g00850	chromosome_3	12184417	12199264	-	14848
tetur04g00860	chromosome_3	12213921	12231631	-	17711
tetur04g00870	chromosome_3	12237306	12238532	+	1227
tetur04g00880	chromosome_3	12238608	12261020	-	22413
tetur04g00890	chromosome_3	12246556	12253243	+	6688
tetur04g00900	chromosome_3	12256268	12256831	-	564
tetur04g00910	chromosome_3	12258506	12258829	-	324
tetur04g00920	chromosome_3	12260201	12263944	+	3744
tetur04g00930	chromosome_3	12264539	12266768	-	2230
tetur04g00940	chromosome_3	12268594	12285205	-	16612
tetur04g00950	chromosome_3	12285817	12288524	-	2708
tetur04g00960	chromosome_3	12290585	12293688	-	3104
tetur04g00970	chromosome_3	12295285	12301270	-	5986
tetur04g00990	chromosome_3	12307510	12312932	+	5423
tetur04g01000	chromosome_3	12314049	12316253	+	2205
tetur04g01010	chromosome_3	12316389	12317618	-	1230
tetur04g01020	chromosome_3	12318322	12321155	-	2834
tetur04g90891	chromosome_3	12321715	12333051	-	11337
tetur04g01030	chromosome_3	12333261	12334214	+	954
tetur04g01040	chromosome_3	12334654	12335764	-	1111
tetur04g01050	chromosome_3	12336082	12339329	+	3248
tetur04g01060	chromosome_3	12340219	12342411	-	2193
tetur04g01070	chromosome_3	12344193	12345340	-	1148
tetur04g01080	chromosome_3	12345771	12346378	-	608
tetur04g01090	chromosome_3	12347329	12348447	+	1119
tetur04g90892	chromosome_3	12348851	12349219	-	369
tetur04g01100	chromosome_3	12349613	12352539	-	2927
tetur04g90893	chromosome_3	12353470	12353631	-	162
tetur04g01120	chromosome_3	12354460	12399815	+	45356
tetur04g01130	chromosome_3	12400275	12401708	+	1434
tetur04g01140	chromosome_3	12401954	12402915	-	962
tetur04g01150	chromosome_3	12403096	12405000	-	1905
tetur04g90894	chromosome_3	12405140	12406509	+	1370
tetur04g01170	chromosome_3	12408312	12410688	-	2377
tetur04g01180	chromosome_3	12418535	12420911	+	2377
tetur04g01190	chromosome_3	12423086	12426506	+	3421
tetur04g01200	chromosome_3	12428777	12431784	+	3008
tetur04g01210	chromosome_3	12432172	12433706	+	1535
tetur04g01220	chromosome_3	12434047	12437317	-	3271
tetur04g01230	chromosome_3	12437930	12441294	-	3365
tetur04g01240	chromosome_3	12444388	12445110	+	723
tetur04g01250	chromosome_3	12445491	12449487	-	3997
tetur04g90895	chromosome_3	12449430	12449609	-	180
tetur04g01270	chromosome_3	12450491	12455771	-	5281
tetur04g01280	chromosome_3	12456594	12458331	-	1738
tetur04g01290	chromosome_3	12461473	12475010	-	13538
tetur04g01300	chromosome_3	12476794	12477078	-	285
tetur04g01310	chromosome_3	12480164	12481686	+	1523
tetur04g01320	chromosome_3	12482734	12484248	+	1515
tetur04g90896	chromosome_3	12488187	12489414	+	1228
tetur04g01340	chromosome_3	12488258	12489414	-	1157
tetur04g01350	chromosome_3	12490922	12492479	+	1558
tetur04g01360	chromosome_3	12495441	12496922	+	1482
tetur04g01370	chromosome_3	12497294	12498014	-	721
tetur04g90897	chromosome_3	12500006	12500418	+	413
tetur04g90898	chromosome_3	12500470	12500774	+	305
tetur04g09577	chromosome_3	12501968	12503505	+	1538
tetur04g01380	chromosome_3	12504188	12507025	+	2838
tetur04g01390	chromosome_3	12508040	12508631	+	592
tetur04g01400	chromosome_3	12509247	12511044	-	1798
tetur04g90899	chromosome_3	12524647	12524805	-	159
tetur04g01410	chromosome_3	12529864	12530251	-	388
tetur04g01420	chromosome_3	12531544	12533517	-	1974
tetur04g01430	chromosome_3	12536964	12538195	-	1232
tetur04g01440	chromosome_3	12541138	12541280	+	143
tetur04g01450	chromosome_3	12542435	12544458	-	2024
tetur04g01460	chromosome_3	12547017	12554499	+	7483
tetur04g01470	chromosome_3	12569825	12570121	-	297
tetur04g90900	chromosome_3	12570045	12570203	+	159
tetur04g01480	chromosome_3	12571056	12571937	+	882
tetur04g90901	chromosome_3	12574355	12574604	-	250
tetur04g01490	chromosome_3	12575247	12576146	-	900
tetur04g01500	chromosome_3	12577249	12578703	-	1455
tetur04g01510	chromosome_3	12580296	12583420	-	3125
tetur04g01520	chromosome_3	12588139	12593003	+	4865
tetur04g01530	chromosome_3	12593723	12595973	-	2251
tetur04g01540	chromosome_3	12596953	12599181	-	2229
tetur04g01550	chromosome_3	12599347	12601686	+	2340
tetur04g01560	chromosome_3	12602300	12604672	+	2373
tetur04g01570	chromosome_3	12606682	12620161	-	13480
tetur04g01580	chromosome_3	12621699	12622769	-	1071
tetur04g01590	chromosome_3	12625930	12626166	+	237
tetur04g01600	chromosome_3	12627928	12628135	-	208
tetur04g01610	chromosome_3	12628960	12632567	+	3608
tetur04g01620	chromosome_3	12632697	12639829	-	7133
tetur04g01630	chromosome_3	12641330	12643475	+	2146
tetur04g01640	chromosome_3	12643699	12646049	+	2351
tetur04g01650	chromosome_3	12646827	12651348	+	4522
tetur04g01660	chromosome_3	12652613	12655530	+	2918
tetur04g01670	chromosome_3	12659188	12661236	-	2049
tetur04g01680	chromosome_3	12665311	12669380	-	4070
tetur04g01690	chromosome_3	12673563	12674237	+	675
tetur04g01700	chromosome_3	12681273	12685354	+	4082
tetur04g01710	chromosome_3	12688250	12698997	+	10748
tetur04g01720	chromosome_3	12701382	12703992	-	2611
tetur04g01730	chromosome_3	12704403	12706616	+	2214
tetur04g01740	chromosome_3	12706744	12709416	-	2673
tetur04g01750	chromosome_3	12709911	12711549	+	1639
tetur04g01760	chromosome_3	12723428	12724033	+	606
tetur04g01770	chromosome_3	12724135	12725099	-	965
tetur04g01780	chromosome_3	12725847	12728143	+	2297
tetur04g01790	chromosome_3	12728844	12730960	+	2117
tetur04g01800	chromosome_3	12731964	12732848	+	885
tetur04g01810	chromosome_3	12733891	12735518	-	1628
tetur04g01820	chromosome_3	12736147	12738081	+	1935
tetur04g01830	chromosome_3	12738364	12739837	+	1474
tetur04g01840	chromosome_3	12740107	12742678	-	2572
tetur04g01850	chromosome_3	12742762	12743907	-	1146
tetur04g90902	chromosome_3	12744075	12744499	+	425
tetur04g01860	chromosome_3	12745641	12752382	+	6742
tetur04g01870	chromosome_3	12754549	12771335	+	16787
tetur04g01880	chromosome_3	12763301	12764665	-	1365
tetur04g01890	chromosome_3	12765572	12765845	-	274
tetur04g01900	chromosome_3	12769933	12770375	+	443
tetur04g01910	chromosome_3	12774612	12778107	+	3496
tetur04g01920	chromosome_3	12778446	12779445	-	1000
tetur04g01930	chromosome_3	12780048	12829955	-	49908
tetur04g01940	chromosome_3	12796151	12796979	+	829
tetur04g01970	chromosome_3	12832098	12890741	+	58644
tetur04g90904	chromosome_3	12895057	12895287	+	231
tetur04g01990	chromosome_3	12896801	12902480	+	5680
tetur04g02000	chromosome_3	12903498	12903683	+	186
tetur04g02010	chromosome_3	12917590	12917800	-	211
tetur04g02020	chromosome_3	12919022	12919794	+	773
tetur04g02030	chromosome_3	12920249	12924885	-	4637
tetur04g02040	chromosome_3	12920640	12926037	-	5398
tetur04g02050	chromosome_3	12933667	12934121	-	455
tetur04g90905	chromosome_3	12934613	12934923	+	311
tetur04g02060	chromosome_3	12956868	12958506	-	1639
tetur04g02070	chromosome_3	12958711	12961312	+	2602
tetur04g02080	chromosome_3	12969399	12989160	+	19762
tetur04g02090	chromosome_3	12991320	12992780	+	1461
tetur04g90906	chromosome_3	12993521	12993742	+	222
tetur04g02100	chromosome_3	12996774	12999447	+	2674
tetur04g02110	chromosome_3	13000352	13007031	+	6680
tetur04g90907	chromosome_3	13010466	13010666	+	201
tetur04g02120	chromosome_3	13010803	13011191	+	389
tetur04g02130	chromosome_3	13014347	13027610	+	13264
tetur04g09490	chromosome_3	13015242	13016298	-	1057
tetur04g09491	chromosome_3	13022781	13023147	-	367
tetur04g02140	chromosome_3	13028836	13039479	+	10644
tetur04g09492	chromosome_3	13032981	13034495	-	1515
tetur04g02150	chromosome_3	13039239	13042177	-	2939
tetur04g02160	chromosome_3	13043177	13043772	-	596
tetur04g02170	chromosome_3	13046580	13048298	-	1719
tetur04g02180	chromosome_3	13048826	13050585	+	1760
